MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
CEYLONLIGHT PRODUCTS ,EXTRA WHITE ,EXTRA WHITE DETERGENT POWDER ROSE/1KG/PLCH,10000,10000,PLCH,1KG
CEYLONLIGHT PRODUCTS ,EXTRA WHITE ,EXTRA WHITE DETERGENT POWDER/1KG/PLCH,10000,10000,PLCH,1KG
LAK JAYA INDUSTRIES (PVT)LTD,LIDOL,NEW LIDOL FRESH/ DISH BAR/100G/PLPCH,10000,10000,PLPCH,100G
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY /100ML/CD BOX/ HERBAL.COLOGNE,100,ML,100ML,CD BOX
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/100/ML/PBT/SHAMPOO WITH NELLI & NEEM,10000,10000,100 ML,PBT
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CD BOX/TRIPLE FRESH FORMULA PEPPERMINT SPLASH+SAVE 90,10000,10000,120/GM,CD BOX
NATURE'S BEAUTY CREATIONS LTD,MISUMI,MISUMI/65/GM/CDB/KIYO BEAUTY SOAP ,65,GM,65GM ,CDB
LANKEM CEYLON PLC,ROBBIALAC AQUA TUFF,ROBBIALAC/AQUA TUFF/BRILLIANT WHITE/10/L,10,LTR,10L,BUCKET
EMAMI INDO LANKA PVT LTD,EMAMI,EMAMI/50/ML/NO-1/CD BOX/SMART & HANDSOM ADVANCE GLOWING INSTANT GLOW,50,ML,50ML,CD BOX
GEORGE STEUART HEALTH (PVT) LTD,BIOBALANCE,BIOBALANCE/75/ML/CD BOX /SUN PRODUCTION FACIAL CREAM SPF 50+,75,ML,75ML,CD BOX
ARYU PREMIUM INTERNATIONAL (PVT) LTD,ARYU,ARYU /90/G/CD BOX/SUN CREAM PREMIUM QUALITY SPF 50+ EXCELLENT PROTECTION ,90,GM,90G,CD BOX
NATURE'S MIRACLE COSMATIC,CLASSIC WHITE,CLASSIC WHITE/100/ML/CD BOX/NO-1/ CLASSIC WHITE  SHIELDING SUN CREAM,100,ML,100ML ,CD BOX
EMAMI INDO LANKA PVT LTD,EMAMI,EMAMI/25/G/CD BOX/NO-1/FAIR & HANDSOME SMART & HANDSOME INSTANT GLOW,25,ML,25ML,CD BOX
VELONA CUDDLES (PVT) LTD,VELONA CUDDLES,VELONA CUDDLES/100/ML/PBT/NO-1/SPLASH OF LOVE,100,ML,100ML,PBT
UNILEVER SRI LANKA LTD,FAIR & LOVELY MENZ ACTIVE,FAIR & LOVELY/50/GM/CDBOX/IS NOW GLOW & HANDSOME INSTANT BRIGHTNESS RAPID ACTION MEN'S NO BLEACH FREE + AXE/17/ML/TICKET DEO,50,GM,50GM ,CDBOX 
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST ,KIST/250ML/CAN/SPARKLING ORANGE FLAVOURED DRINK,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST ,KIST/250ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST ,KIST/250ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,250,ML,250ML,CAN
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/180ML/PLBOT/NOURISHING SOFT & SMOOTH SHAMPOO FREE SUNSILK CONDITIONER 40ML ,180,ML,180ML,PLBOT
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA/325G/PLPCH/INSTANT NOODLES/FREE STELLA CHICKEN NOODLES 45G,325,GM,325G,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490G/PLPCH/SUPER CREAM CRACKER SAVE60/-,490,GM,490G,PLPCH
UNILEVER SRI LANKA LTD,PEARS,PEARS/100ML/PLBOT/KOKUM BABY CREAM SAVE/-40,100,ML,100ML,PLBOT
UNILEVER SRI LANKA LTD,PEARS,PEARS/100ML/PLBOT/ALOE VERA & CREAM FREE SOAP 70G,100,ML,100ML,PLBOT
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/200ML/PLBOT/HEALTHY BRIGHT NIACINAMIDE VITAMIN B3+ FREE POND'S LIGHT MOISTURISER,200,ML,200ML,PLBOT
HEMAS MANUFACTURING (PVT) LTD,CLOGARD,CLOGARD/70G/CDBOX/STRONGER TEETH NATURAL SALT,70,GM,70G,CDBOX
CEYLON AGRO INDUSTRIES,PRIMA TWIST,PRIMA/400G/PLPCH/TWIST NOODLES SAVE/-30,400,GM,400G,PLPCH
CAVINKARE PRIVATE LIMITED,MEERA,MEERA/80/ML/PLBOT/HAIR FALL CARE SHAMPOO/SHIKAKAI & BADAM,10000,10000,80 ML ,PLBOT 
CR MARKETING,APPLE,APPLE/325/ML/GLBT/WOOD PRESERVATIVE CLEAR,325,ML,325ML,GLBT
CR MARKETING,APPLE,APPLE/750/ML/GLBT/WOOD PRESERVATIVE CLEAR,750,ML,750ML,GLBT
RICHDALE QUALITY FOOD,RICHDALE,RICHDALE / 80 / GM / PLCUP / DAIRY DESSERT WITH JELLY,10000,10000,80 MG,PLCUP
ROYAL AGENCIES,BYNDAR,BYNDAR / 40 / ML / PLBOT / GUM,10000,10000,40 ML,PLBOT
STAR KING,STAR KING,STAR KING / 60 / ML / PLBOT / CLORAEX,10000,10000,60 ML,PLBOT
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/GM/PLPCH/FULL CREAM MILK POWDER,10000,10000,200 GM,PLPCH 
RIMO ICE CREAM & POP (PVT) LTD.,RIMO,RIMO/50/ML/PLPCH/ICE CREAM & POP,50,ML,50ML,PLPCH
DUNIYA S.S TEA PRODUCTS,DUNIYA,DUNIYA /50/GM/PLPCH/ S.S TEA,50,GM,50GM,PLPCH
NESTLE LANKA,MAGGI CLASSIC,MAGGI /75G/POCH /PAPARE BLAST/,75,GM,75G,POCH 
SISILA MARKETING SERVICES,SATIS MIXED FRUIT,SATIS/200/ML/PET/ MIX FRUIT NECTAR ,200,ML,200ML,PET
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS ORIGINAL 10X SAVE 50,500,ML,500ML,PBT
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/FRESH FLORAL SAVE 50,500,ML,500ML,PBT
VISCAM BOOK INDUSTRIES ,VISCAM,VISCAM/120/PAGES/EXERCISE BOOK,120,PAGES,120PAGES,BOOK 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/80/ML/PBT/KESHARAJA HEALTHY & SHINING AYURVEDA SHAMPOO ,80,ML,80ML ,PBT
RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL/280(70G×4)/GM/EWREP/ORIGINAL GERM DEFENCE 4 PACK/FREE/HARPIC/200/ML/PBT/POWER PLUS 10X ADVANCED ,280,GM,280GM(70G×4),EWREP 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/80/ML/PBT/NELLI NOURISHING & CLEANSING AYURVEDA SHAMPOO ,80,ML,80ML ,PBT
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,"KHOMBA BABY/280(70G×4)+90G/GM/CDB/MILK SOAPS KOHOMBA, COCONUT MILK & ALOE VERA 4 IN 1 SAVE RS. 50/=/+/KHOMBA BABY AVOCADO SOAP KOHOMBA WITH AVOCADO AND OLIVE OIL/5 PACK SAVE RS.110/=",280,GM,280GM(70G×4)+90GM,CDB
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/50/ML/CDB/NEEM & TURMERIC HERBAL COLOGNE ,50,ML,50ML ,CDB
THIAGI ASSOCIATES,MYPAL,MYPAL/40/GM/PBT/BINDER GLUE PEN STIK IT,10000,10000,40 GM,PBT
CAVINKARE PRIVATE LIMITED,INDICA,INDICA EASY/21/ML/PLPSH/HAIR COLOUR LIQUID/10MI ACTION/BUY2GET1 FREE40ML MEERA CONDITIONER SHAMPOO ,21,ML,21ML,PLPSH 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/10X ORIGINAL/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/200/G/PLPSH/FULL CREAM MILK POWDER ,200,GM,200G,PLPSH 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/FRESH PINE/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/FRESH CITRUS/FREE DIVA FRESH 200G/SAVE RS.50,500,ML,500ML,PLBOT 
B.S.T.TRADERS,ROSETTE,ROSETTE/200/PGS/JAFFNA RULE ,200,PGS,200PGS,PGS
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/200/PGS/1NO/DOUBLE RULE,200,PGS,200PGS,1NO
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE BOY BREEZE 120ML,120,ML,120ML,10000
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY HEALTH SHAMPOO HERBAL SHAMPOO WITH HERBAL EXTRACTS 80ML,80,ML,80ML,PTBOT
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE RIO WOVE 120ML,120,ML,120ML,10000
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE FIZZY DEW 120ML,10000,10000,10000,10000
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY AYURVEDA CARE PANCHARATNA SHAMPOO 80 ML + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75GM,80,ML,80ML,PTBOT
VINI CONSUMER CARE LANKA PVT LTD,FOGG,FOGG FINE BRAZILION BURST 120ML,120,ML,120ML,10000
HARUMI HOLDINGS (PVT) LTD,EVON ,EVON KERATIN + HAIR PROTECTIVE COLOR CARE SHAMPOO 200ML,200,GM,200GM,PTBOT
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS HIBISCUS JATAMANSI 180ML,180,ML,180ML,PTBOT
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\GRAPE BURST ,250,ML,250ML,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\ORANGE BURST ,250,ML,250ML,CAN
COCA-COLA BEVERAGES,SPRITE,SPRITE\1500\ML\PBT\LEMON -LIME SAVE R.S 40,1500,ML,1500ML,PBT
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\KIWI BURST ,250,ML,250ML,CAN
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA \1500\ML\PBT\SAVE R.S 40,1500,ML,1500ML,PBT
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\APPLE BURST,250,ML,250ML,CAN
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA\1500\ML\PBT\ORANGE FLAVOURED \SAVE R.S 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,SPRITE,SPRITE\1500\ML\PBT\LEMON -LIME SAVE R.S 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA\1500\ML\PBT\ORANGE FLAVOURED \SAVE R.S 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA \1500\ML\PBT\SAVE R.S 40,1500,ML,1500ML,PBT
WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA\100\G\POUCH\RAMEN SWEET & SOUR INSTANT NOODLES ,100,GM,100G,POUCH 
CHRIS INTERNATIONAL ,CHRIS,CHRIS \500\ML\PLBOT \WIN DISH LIQUID DISHWASH,500,ML,500ML ,PLBOT 
COLMANS LANKA (PVT)LTD,CENTULY,CENTULY\100\G\CDBOX\CORN FLOUR,100,GM,100G ,CDBOX 
CHRIS INTERNATIONAL ,CHRIS,CHRIS \500\ML\PLBOT \FLORAL FRESH GERMEX ULTRA POWER TOILET BOWI CLEANER ,500,ML,500ML ,PLBOT 
NILAN PRODUCTS,NILAN PRODUCTS,NILAN \25\G\POUCH \TURMERIC POWER ,25,GM,25G ,POUCH 
CHRIS INTERNATIONAL ,CHRIS,CHRIS \250\ML\PLBOT \WIN DISH LIQUID DISHWASH,250,ML,250ML ,PLBOT 
CAVINKARE PRIVATE LIMITED,INDICA,"INDICA/21/ML/PLPCH/EASY, HAIR COLOUR LIQUID, NATURAL BLACK + FREE ,MEERA/40/ML/PLBOT/CONDITIONER WITH ALMOND OIL",21,ML,21ML,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE ,"MUNCHEE/490/GM/PLPCH/SUPER CREAM CRACKER, ENRICHED WITH VITAMINS, SAVE RS 60",490,GM,490GM,PLPCH 
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER. SAVE RS 20,200,GM,200GM,CDBOX 
HATTON DISTRIBUTORS,REAL HATTON,REAL HATTON / 50 / MG / PLPCH  / TEA,10000,10000,50 MG,PLPCH
DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA/50/GM/CD COVER/JELLEGEN JELLY CRYSTALS WITH COLLAGEN MIXED BERRY FLAVOUR ,50,GM,50GM,CD COVER
DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA/50/GM/CD COVER/JELLEGEN JELLY CRYSTALS WITH COLLAGEN GUAVA FLAVOUR,50,GM,50GM,CD COVER
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PLBOT/ORIGINAL SAVE RS.50/ + FREE DIVA/200/GM/PLPCH/ROSE & LIME DETERGENT POWDER,10000,10000,500 ML,PLBOT 
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE RS.30/-,10000,10000,360 GM,PLPCH 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE /200/GM/PLPCH/FULL CREAM MILK POWDER,200,GM,200GM,PLPCH
DIGAMADULU YOGHURT,DIGAMADULU PUBUDU,DIGAMADULU PUBUDU/80/GM/PLCUP/JELLY YOGHURT,80,GM,80GM,PLCUP
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/PLBOT/ KOKUM BABY CREAM FOR MOISTURISED SKIN RS 40 SAVE,100,ML,100ML,PLBOT
SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH,SUN RICH /35/GM/PLPCH/CHOCOLATE DOUBLE CREAM WAFERS ,35,GM,35GM,PLPCH
DIYON FOOD PRODUCTS,DIYON FOOD,DIYON FOOD/50/GM/PLPCH/ROSTED CURRY POWDER ,50,GM,50GM,PLPCH
SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH,SUN RICH /35/GM/PLPCH/VANILLA DOUBLE CREAM WAFERS ,35,GM,35GM,PLPCH
MAYURI FOOD PRODUCTS,MAYURI,MAYURI/05/KG/PLPCH/NOODLES,05,KG,05KG,PLPCH
AMBEWELA PRODUCTS (PVT) LTD,AMBEWELA,AMBEWELA/80/GM/PLCUP/STRAWBERRY FLAVOURED JELLY YOGHURT ,10000,10000,80 GM,PLCUP
HEMAS MARKETING,KUMARIKA,KUMARIKA /180M/PET/GOTUKOLA/FREE SCRUNCHY,180,ML,180ML,PET
MINDEE PRODUCTS,MINDEE,MINDEE LIME & GINGER DRINK/200ML/PLBOT,200,ML,200ML,PLBOT
MAA PRODUCTS,MAA,MAA/250/ML/CAN/THAL COLA,250,ML,250ML,CAN
M Y H DISTRIBUTORS,M.Y.H PRODUCTS,M.Y.H /10/GM/PLPCH/ M.Y.H PRODUCTS TURMERIC POWDER ,10,GM,10GM,PLPCH 
M Y H DISTRIBUTORS,M.Y.H PRODUCTS,M.Y.H/50/GM/PLPCH/M.Y.H PRODUCTS CURRY POWDER ,50,GM,50GM,PLPCH 
UNILEVER SRI LANKA LTD,TRESEMME,TRESEMME BOTANIQUE / NOURISHING & REPLENISH / 400ML/ WITH COCONUT OIL &ALOE VERA SHAMPOO/ PBT,400,ML,400ML,PBT
IMPORTED ,VATIKA,VATIKA LEMON & YOGURT/ 400ML/ DANDRUFF GUARD / SHAMPOO/ PBT,400,ML,400ML,PBT
IMPORTED,GODREJ,GODREJ / NUPUR / HENNA / 120GM/9 GOODNES OF HERBS / PLPCH ,120,GM,120GM,PLPCH 
IMPORTED ,NEW LOOK CANTU,NEW LOOK / CONTU / AVOCADO HYDRATING/ CONDITIONER/ 400ML/ WITH AVOCADO OIL & SHEA BUTTER/ PBT,400,ML,400ML,PBT
IMPORTED,VLCC,VLCC / NATURAL & HERBAL HENNA/ 120GM/ HAIR DEFENSE/ WITH THE GOODNESS OF 10 HERBS,120,GM,120GM,PLPCH 
NEELAHIRI TEA COMPANY (PVT)LTD,NEELAGIRI TEA,NEELAGIRI TEA\200\G\POUFH\PREMIUM QUALITY CEYLON TEA,200,GM,200G ,POUCH 
ANTLER INDUSTRIES (PVT) LTD,THINAYA,AROMA SHAKTHI/1000/G/PLPCH/FRESH FLORAL DETERGENT POWDER/20/- SAVE,1000,GM,1000G,PLPCH 
THINAYA INTERNATIONAL,THINAYA,THINAYA/90/G/PLPCH/MUTHU MUTHU SOYA ROSTED CHICKEN FLAVOR  SOYA,90,GM,90G,PLPCH 
WIMAL MARKETING SERVICE,SMASH MANGO,SMASH/190/ML/GBT/MANGO NECTAR,190,ML,190ML,GBT
UDAKANDA INDUSTRIES,SAPUMAL,SAPUMAL DETERGENT SOPE 150 GM,10000,10000,150 GM,EWRPK
WONRICH DAIRY PVT LTD,WONRICH,WONRICH SET JELLY MIX DAIRY DESSERT STRAWBERRY FLAVOURED 80 GM ,10000,10000,80 GM,PLCUP
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/250ML/CAN/GRAPE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ ORANGE BURST,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ APPLE BURST,250,ML,250ML ,CAN
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY FLORAL EXTRACT VITAMIN E & MILK/375/GM/(75*5)/CD BOX,375,GM,375GM,CD BOX
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/50/GM/CDBOX/IS NOW GLOW & LOVELY POWDER FINISH CREAM WITH MULTI VITAMINS + BRIGHTENING POWDER 24 HRS OIL CONTROL ,50,GM,50GM,CDBOX 
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/25/GM/CDBOX/IS NOW GLOW & LOVELY POWDER FINISH CREAM WITH MULTI VITAMINS + BRIGHTENING POWDER 24 HRS OIL CONTROL ,25,GM,25GM,CDBOX 
UNILEVER SRI LANKA LTD,POND'S,POND'S/23/GM/CDBOX/BRIGHT BEAUTY SERUM CREAM NINCINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA/SAVE RS 90,23,GM,23GM,CDBOX 
UNILEVER SRI LANKA LTD,AYUSH ,AYUSH/ 110/GM/CDBOX/TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM/FREE AYUSH /TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 30GM CDBOX/SAVE RS 50,110,GM,110GM,CDBOX 
BRIGHT LANKA PRODUCTS ,BRIGHT,BRIGHT/500/ML/PLBOT/CALCIUM REMOVER TILE CLEANER,500,ML,500ML,PLBOT
BRINTA ENTERPRISES (PVT) LTD,BRINTA,BRINTA/50/GM/PLPCH/JAFFNA CURRY POWDER,50,GM,50G,PLPCH
ORIENT LANKA CONFECTIONERY,MAAM NICE,MAAM/360/GM/PLPCH/NICE,360,GM,360G,PLPCH
CEYLON BISCUITS LIMITED,RITZBURY ,RITZBURY/90/G/PLUPCH/ROCCOA WITH CASHEW MILK ,90,GM,90G,PLUPCH
CEYLON BISCUITS LIMITED,RITZBURY ,RITZBURY/90/G/PLUPCH/ROCCOA/WITH  FRUIT & NUT,90,GM,90G,PLUPCH
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMA/160/GM/EWRPK/ DETERGENT BAR WHITE /GREEN LANKA COSMETICS CO.,10000,10000,160 GM,EWRPK 
GREEN LANKA COSMETICS CO.,SUDUMAL,SUDUMAL/160/GM/EWRPK /DETERGENT BAR ROSE/GREEN LANKA COSMETICS CO.,10000,10000,160 GM,EWRPK 
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING ORANGE,KIST SPARKLING ORANGE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN
CEYLON AGRO INDUSTRIES,PRIMA TWIST,PRIMA TWIST / 400 / GM / PLPCH / NOODLES / SAVE / RS.30,10000,10000,400 GM,PLPCH
MINDEE PRODUCTS,MINDEE,MINDEE LIME & GINGER DRINK/200ML/PLBOT,200,ML,200ML,PLBOT
AMARASA FOOD PRODUCTS ,COOL SHADOW ,AMARASA COOL SHADOW\200\ML\PLCU\ICE COFFEE ,10000,10000,200 ML,PLCUP
CEYLON LEISURE WERE PRODUCTS,HATTRICK,HATTRICK/500/ML/PBT/NO-1/BATHROOM STAIN REMOVER TILE & TOILET CLEANER ,500,ML,500ML,PBT
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT/NO--1/ COLA,750,ML,750ML,PBT
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT/NO-1/PRITE,750,ML,750ML,PBT
RIO FOODS & BEVERAGES (PVT) LTD,RIO,RIO/750/ML/PBT /NO-1/GINGER ,750,ML,750ML,PBT
CARGILLS CONVENIENT FOODS,GOLDI,GOLDI CHICKEN SAUSAGES CATERING PACK 450  FREE GOLDI CHICKEN MEATBALL 100GM ,450,GM,450GM,PLPCH
NATURE'S BEAUTY CREATIONS LTD,MISUMI ,MISUMI KIYO BEAUTY SOAP 65 GM,65,GM,65GM,CDBOX
MFD BY TRADEX,CLENOL,CLENOL ACTIVE OXIGEN WASHING POWER 1000GM,1000,GM,1000GM,PLPCH
DSL ENTERPRISES (PVT) LTD,SPEED,SPEED/40/GM/PBT/BINDER GLUE,40,GM,40GM,PBT
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/100/GM/PLBT/KOKUM BABY CREAM FOR MOISTURISED SKIN SAVE RS.40,100,ML,100ML,PLBT
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID LAVENDER,40,ML,40ML,PLPCH
CEYLON COLD STORES,VIBE,VIBE/250/ML/CAN/APPLE BURST,10000,10000,250 ML,CAN
CEYLON COLD STORES,VIBE,VIBE/250/ML/CAN/GRAPE BURST,10000,10000,250 ML,CAN
RHD ENTERPRISES (PVT) LTD,RHD,RHD/0.5/INCH/PLPCH/PAINT BRUSH,10000,10000,0.5 INCH,PLPCH 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/200/ML/PLBOT/NATURAL BRIGHTENING BODY LOTION LICORICE KARANDA,10000,10000,200 ML,PLBOT 
UNILEVER SRI LANKA LTD,POND'S,POND'S/23/GM/CDBOX/BRIGHT BEAUTY SERUM CREAM NIACINAMIDE 98% PURE VITAMIN B3 + SAVE RS.90/-,10000,10000,23 GM,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/MAGIC DROPS BABY COLOGNE + FREE PEARS/50/ML/PLBOT/BEDTIME BABY CREAM,10000,10000,100 ML,CDBOX 
NATURE'S MIRACLE COSMATIC,CLASSIC WHITE,CLASSIC WHITE ADVANCED/50G/CDBOX/REJUVENATING & BRIGHTENING NIGHT CREAM ,50,GM,50G ,CDBOX 
UNILEVER SRI LANKA LTD,LUX ,LUX/70G/EWPRK/SOFT GLOW VITAMIN C + E SAVE RS 15.00,70,GM,70G ,EWPRK 
HEMAS MARKETING,BABY CHERAMY ,"BABY CHERAMY/375G (75G ×5)/CDBOX/ALMOND OIL,VITAMIN E & MILK SAVE RS 45.00",375,GM,375G (75×5),CDBOX 
CARGILLS DAIRIES,MAGIC MANGO,MAGIC MANGO ICE CREAM 4000 ML PLTUB,10000,10000,4000 ML,PLTUB
CHERISH BISCUIT (PVT) LTD,CHERISH LEMON WAFERS,CHERISH/30/GM/PLPCH/LEMON FLAVOURED ,30,GM,30GM,PLPCH
RUDIL PRODUCTS,RUDIL,RUDIL/ 70/GM/PLPCH/COUNTRY CHICKEN FLAVOURED  SOYA MEAT,70,GM,70GM,PLPCH
IMPORTED,RIIFFS MISS UNIVERSE,RIIFFS MISS UNIVERSE EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX ,10000,10000,100 ML,CDBOX 
IMPORTED,RIIFFS MISS WORLD,RIIFFS MISS WORLD EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX ,10000,10000,100 ML,CDBOX 
IMPORTED,RIIFFS HOT BLACK ,RIIFFS HOT BLACK EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX,10000,10000,100 ML,CDBOX 
IMPORTED,RIIFFS EXPLORE BLUE,RIIFFS EXPLORE BLUE EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX,10000,10000,100 ML,CDBOX 
C.B COSMETICS,ROMANTIC,ROMANTIC/50/ML/ROMANTIC POUR FEMME,50,ML,50ML,CDBOX
IMPORTED,PANTENE PRO-V,PANTENE/200/ML/PLBOT/PANTENE PRO-V PERFECT CURLS SHAMPOO,200,ML,200ML,PLBOT
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 81/=,500,ML,500ML ,PBT
MAHAWELI HOLDING (PVT) LTD,MAHAWELI NC THINNER,MAHAWELI SPECIAL/1000/ML/PLCAN/NC THINNER ,1000,ML,1000ML,PLCAN
MAHAWELI HOLDING (PVT) LTD,MAHAWELI NC THINNER,MAHAWELI SPECIAL/2000/ML/PLCAN/NC THINNER ,2000,ML,2000ML,PLCAN
RUSBRO PRODUCTION & DISTRIBUTORS,RUSBRO,RUSBRO/250/GM/PURE THALAWAKELE FACTORY FRESH TEA,10000,10000,250 GM,PLPCH
RUSBRO PRODUCTION & DISTRIBUTORS,RUSBRO,RUSBRO/100/GM/PURE THALAWAKELE FACTORY FRESH TEA,10000,10000,100 GM,PLPCH
WIJITHA GROUP OF COMPANIES (PVT) LTD,WIJI,WIJI/250/GM/THIN STRING NOODLES  VERMICELLI STYLE,10000,10000,250 GM,PLPCH
SENKADAGALA PRODUCTS (PVT) LTD,SENKADAGALA,SENKADAGALA/100/GM/CHILLI FLAKES,10000,10000,100 GM,PLPCH
