nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging
64006,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT DARK KNIGHT POCKET PERFUME EAU DE TOILETTE 18.5 ML PLBOT,18,ML,18.50 ML,PLBOT
63959,HIMALI STORES,HIMALI,HIMALI FACTORY FRESH TEA 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63995,HIMALI STORES,HIMALI,HIMALI PEPPER POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64087,C.W. MACKIE PLC,SOFTOUCH,SOFTOUCH OCEAN BREEZE FABRIC CONDITIONER 210 ML PLBOT + SAVE RS 100,210,ML,210.00 ML,PLBOT
39168,CAVINKARE PRIVATE LIMITED,NYLE,NYLE (CAVINKARE) HEAL&REPAIR TUMERIC OIL &PURE MILK BODY LOTION 200 ML,200,ML,200.00 ML,PLBOT
64001,UNILEVER LIPTON CEYLON LTD,COMFORT,COMFORT DESIRE PERFUME DELUXE FABRIC CONDITIONER 850 ML PLBOT,850,ML,850.00 ML,PLBOT
14603,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY BLUEBERRY,MY BLUEBERRY-PET 750 ML,750,ML,750.00 ML,PET
14604,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY GUAVA,MY GUAVA - PET 750 ML,750,ML,750.00 ML,PET
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64044,KASUN FOOD PRODUCTS,KASUN,KASUN CURRY POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
63988,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL 10X SURFACE CLEANING & GERM KILL PINE 500 ML PLBOT + FREE HARPIC POWER PLUS 10X ADVANCED ORIGINAL 200 ML PLBOT,700,ML,500.00 ML,PLBOT
63990,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL TRIPLE GERM ACTION ALL IN 1 DISINFECTANT SURFACE CLEANER - JASMINE - 500 ML PLBOT + FREE HARPIC POWER PLUS 10X ADVANCED ORIGINAL 200 ML PLBOT,700,ML,500.00 ML,PLBOT
63989,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL TRIPLE GERM ACTION ALL IN 1 DISINFECTANT SURFACE CLEANER - CITRUS - 500 ML PLBOT + FREE HARPIC POWER PLUS 10X ADVANCED ORIGINAL 200 ML PLBOT,700,ML,500.00 ML,PLBOT
63973,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE-GO SHINE-WITH AMLA OIL PEARL PROTEIN & VITAMIN E ACTIVE MIX SHAMPOO 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
57270,RAJARATA LANKA (PVT) LTD,RAJARATA,RAJARATA CURRY FLAVOUR 40 GM PLPCH,40,GM,40.00 GM,PLPCH
63956,LAKSHI PRODUCTS,LAKSHI,LAKSHI CHICKEN CURRY FLAVOURED SOYA MEAT 70 GM PLPCH,70,GM,70.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63966,DECOLITE PAINT CO,DECOLITE,DECOLITE ACRYLIC WALL FILLER 4 L - INTERIOR & EXTERIOR,4000,ML,4000.00 ML,PL-CANISTER
14606,DUMBARA NATURAL FOOD (PVT) LTD,DUMBARA FRUIT PUNCH PAPAYA,DUMBARA FRUIT PUNCH PAPAYA DRINK-PET 200 ML,200,ML,200.00 ML,PET
40181,R.F.MARKETING SERVICES,STR KING,STR KING TRIPAL ACTION GLASS CLEANER 550 ML,550,ML,550.00 ML,
64009,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY FLORAL - KOHOMBA WITH RATHMAL AND ROSE WATER BABY COLOGNE 30 ML CDBOX,30,ML,30.00 ML,CDBOX
63436,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT JASMINE LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63998,MITHUDANA LANKA PRODUCTS,M.D.L,M.D.L CHILLI POWDER 500 GM PLPCH,500,GM,500.00 GM,PLPCH
63797,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY PURE & GENTLE BABY SOAP WITH OLIVE OIL & MOISTURE CREAM (70*2) 140 GM CDBOX + SAVE RS 90,140,GM,140.00 GM,CDBOX
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
63994,COLMANS LANKA (PVT) LTD,CENTURY,CENTURY TOMATO SAUCE 20 GM SACHET,20,GM,20.00 GM,SACHET
64026,IMPORTED,MACARON,MACARON - (IMPORTED) - 2B PENCIL - 1 NO,1,NO,1.00 NO,
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
59296,NEW DIAMOND LANKA (PVT)LTD,KOTHMALE KAHATA,KOTHMALE KAHATA TEA 50 GM PLPCH (NEW DIAMOND LANKA),50,GM,50.00 GM,PLPCH
14603,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY BLUEBERRY,MY BLUEBERRY-PET 750 ML,750,ML,750.00 ML,PET
63943,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) THAMBILI THEL SUDU HADUN AROODHA SAMAN PICHCHA KOKUM POTHU BABY SOAP 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63987,CEYLON LEISURE WERE PRODUCTS,HATTRICK,HATTRICK DETERGENT PHYNOL 1000 ML PLBOT,1000,ML,1000.00 ML,PLBOT
14616,EDWA HOLDINGS (PVT) LTD,PAZA MANGO,PAZA MANGO NECTAR-PET 200 ML,200,ML,200.00 ML,PET
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
51722,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS 80 ML PLBOT,80,ML,80.00 ML,PLBOT
50779,PRINT EXCEL PVT LTD,RATHNA,RATHNA - EXERCISE BOOKS (A5) 120 PG - 1 NO,1,NO,1.00 NO,
39660,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE INTENSIVE CARE (USL) DEEP RESTORE 100 ML,100,ML,100.00 ML,PLBOT
63947,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO WITH EGG PROTEIN ALMOND OIL & VITAMIN C ACTIV MIX 80 ML PLBOT + FREE LUX BRIGHT GLOW ROSE & VIT C+E SOAP 70 GM EWRPK,80,ML,80.00 ML,PLBOT
63965,ASIAN CAUSEWAY PAINTS,CAUSEWAY AQUA SAFE,CAUSEWAY AQUA SAFE 6 IN 1 PREMIUM EXTERIOR WATERPROOFING PAINT- BRILLIANT WHITE 10 L - EXTERIOR,10000,ML,10000.00 ML,PL-CANISTER
63963,ASIAN CAUSEWAY PAINTS,CAUSEWAY AQUA SAFE,CAUSEWAY AQUA SAFE 6 IN 1 PREMIUM EXTERIOR WATERPROOFING PAINT- BRILLIANT WHITE 4 L - EXTERIOR,4000,ML,4000.00 ML,PL-CANISTER
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
54278,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY ALOE VERA & NEEM CHOOTY PACK BABY SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63944,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY SOAP WITH COCONUT MILK AND ALOEVERA 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
58866,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY ACTIVE FLORAL BABY SOAP WITH MOISTURE CREAM CHOOTY PACK 70 GM CDBOX,70,GM,70.00 GM,CDBOX
58875,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BED TIME BABY SOAP CHOOTY PACK 70 GM CDBOX,70,GM,70.00 GM,CDBOX
40181,R.F.MARKETING SERVICES,STR KING,STR KING TRIPAL ACTION GLASS CLEANER 550 ML,550,ML,550.00 ML,
63950,SANDALUWA PRODUCTS,SANDALUWA,SANDALUWA CURRY POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63958,SUJEEWA PRODUCTS,SUJEEWA,SUJEEWA SOYA MEAT 40 GM PLPCH,40,GM,40.00 GM,PLPCH
14611,COCA-COLA BEVERAGES,KINLEY SODA,KINLEY SODA-PET 750 ML,750,ML,750.00 ML,PET
63954,CONVENIENCE FOODS (LANKA) PLC,SERA COCONUT MILK,SERA REAL COCONUT MILK 1000 ML TPK,1000,ML,1000.00 ML,TPK
63944,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY SOAP WITH COCONUT MILK AND ALOEVERA 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
63957,RAJAMUTHU PRODUCT,RAJAMUTHU,RAJAMUTHU KUUNISSO (SHRIMP) FLAVOUR TIKIRI SOYA MEAT 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63948,SRILAK BEST FOOD COMPANY (PVT) LTD,JANARASA,JANARASA BIRIYANI MASALA 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63939,CEYLON BISCUITS LIMITED,WILLIAMS TRENDY CRISPY CRACKER,WILLIAMS TRENDY CRISPY CRACKER BISCUITS 80 GM PLPCH,80,GM,80.00 GM,PLPCH
63949,COLOMBO COMMODITIES,MIRICH,MIRICH CHILLI POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
41118,SEVENA INDUSTRIES,SEVENA,SEVENA SPECIAL NOODLES 400 GM,400,GM,400.00 GM,PLPCH
50530,LANKEM CEYLON PLC,ROBBIALAC STAINS,ROBBIALAC WATER BASED WOOD CARE ACQUASHIELD STAIN - 1 L,1000,ML,1000.00 ML,PLCAN
50529,LANKEM CEYLON PLC,ROBBIALAC STAINS,ROBBIALAC WATER BASED WOOD CARE ACQUASHIELD STAIN - 500 ML,500,ML,500.00 ML,PLCAN
34569,MAGAM LIFE (PVT) LTD,MAGAM,MAGAM (MAGAM LIFE) COUNTRY CHICKEN FLAVOUR 60 GM,60,GM,60.00 GM,PLPCH
63946,UNILEVER SRI LANKA LTD,VIM,VIM LIME FRESH DISHWASH LIQUID 500 ML PLBOT + SAVE RS 85,500,ML,500.00 ML,PLBOT
14594,MY COOL FOOD PRODUCTION,MY COOL WOODAPPLE,MY COOL WOODAPPLE FRUIT DRINK-PET 200 ML,200,ML,200.00 ML,PET
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
53942,WEERASINGHE TEA,WST,WST TEA TALAWAKELLE 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63942,RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA KAHATA TEA 50 GM PLPCH,50,GM,50.00 GM,PLPCH
58875,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BED TIME BABY SOAP CHOOTY PACK 70 GM CDBOX,70,GM,70.00 GM,CDBOX
54279,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY PURE & GENTLE CHOOTY PACK BABY SOAP WITH OLIVE OIL & MOIST. CREAM 70 GM CDBOX,70,GM,70.00 GM,CDBOX
48507,WEERASINGHE TEA,THALAWAKELE TEA,THALAWAKELE TEA 100 GM PLPCH,100,GM,100.00 GM,PLPCH
63760,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT KOHOMBA & LIME LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63595,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT LEMON LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63436,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT JASMINE LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63940,FRESHVILLE SWEET (PVT) LTD,DELZIAS,DELZIAS CENTER FILL FRESH MINT FLAVOUR BUBBLE GUM (3.2 GM) 1 NO,1,NO,1.00 NO,
63945,IMPORTED,KRIS,KRIS (IMPORTED) I MISS YOU ELEGANT PERFUMED BODY LOTION 200 ML PLBOT,200,ML,200.00 ML,PLBOT
64000,CW FOODS CEYLON (PVT) LTD,RASAMUSU,RASAMUSU TURMERIC POWDER 50 GM PLPCH (CW FOODS CEYLON),50,GM,50.00 GM,PLPCH
63937,LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS MANGO FLAVOURED JELLY 100 GM CDBOX + FREE MANGO DRINK 20 GM PLPCH,100,GM,100.00 GM,CDBOX
63938,LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS MIXED FRUIT FLAVOURED JELLY 100 GM CDBOX + FREE MANGO DRINK 20 GM PLPCH,100,GM,100.00 GM,CDBOX
60794,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT CLEAN & ROSE DELIGHT 2 IN 1 DOUBLE PERFUME LOCK - DOUBLE CLEANING CRYSTALS DETERGENT POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
47775,DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA CUSTARD POWDER STRAWBERRY FL.100 GM CDBOX,100,GM,100.00 GM,CDBOX
63928,CROWN SWEETY PRODUCTS PVT LTD,CROWN,CROWN PINEAPPLE FLAVOUR LOLLYPOP (7 GM) - 1 NO,1,NO,1.00 NO,
13291,TOP BEVERAGES PVT LTD,TOP BEV ORANGE,TOP BEV ORANGE 330 ML-PET,330,ML,330.00 ML,PET
63952,IMPORTED,TIANBOWEN,TIANBOWEN - (IMPORTED) - MEGA SOFT - 6 COLORED PENCILS PACK - 1 NO CDBOX,1,NO,1.00 NO,CDBOX
63951,RICHARD TRADING CO (PVT) LTD,RICHARD COLOURAY,RICHARD COLOURAY - B5 BOOK 80 PGS - 1 NO,1,NO,1.00 NO,
14595,SANJU PRODUCTS,SANJU PRODUCTS ALOEVERA,SANJU PRODUCTS - NECTA ALOEVERA DRINK-PET 200 ML,200,ML,200.00 ML,PET
41981,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY STRONG & LONG HERBAL SHAMPOO WITH HERBAL EXTRACTS 80 ML PLBOT,80,ML,80.00 ML,PLBOT
63930,OWEN LANKA CHEMICALS,MASTER CLEANER,MASTER CLEANER DISH WASH LIQUID SMART CLEAN 500 ML PLBOT,500,ML,500.00 ML,PLBOT
60513,LAKMEE EXPORTS,LAKMEE,LAKMEE SOY - BUDDY CUTTLE FISH SOYA MEAT WITH CUTTLE FISH TASTE CURRY MIX SACHET 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64184,MENAKE FOOD PRODUCTS,MENAKE,MENAKE CHILLI POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63927,LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS MUTTON FLAVOUR SOYA MEAT 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63331,RAIGAM MARKETING SERVICE,RAIGAM SOYA,RAIGAM ELU MAS (MUTTON) KARIYA SOYA MEAT 90 GM PLPCH,90,GM,90.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63931,DREAM GARDEN SPICY PVT LTD,DELIGHT,DELIGHT CHILLI POWDER 500 GM PLPCH,500,GM,500.00 GM,PLPCH
63935,LANKA DISTRIBUTOR,IMPACT,IMPACT - EAU DE PARFUM NATURAL SPRAY VAPORISATEUR 22 ML CDBOX,22,ML,22.00 ML,CDBOX
63936,LANKA DISTRIBUTOR,SPORTS OF PARIS,SPORTS OF PARIS - EAU DE PARFUM NATURAL SPRAY VAPORISATEUR 22 ML CDBOX,22,ML,22.00 ML,CDBOX
63929,DELMAR LANKA PVT LTD,CALIN,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63932,WICKRAMA PRODUCTS,WICKRAMA,WICKRAMA GORAKA PASTE (GAMBOGE) 250 GM PLCUP,250,GM,250.00 GM,PLCUP
63934,WICKRAMA PRODUCTS,WICKRAMA,WICKRAMA GORAKA PASTE (GAMBOGE) 500 GM PLCUP,500,GM,500.00 GM,PLCUP
63933,WICKRAMA PRODUCTS,WICKRAMA,WICKRAMA GORAKA PASTE (GAMBOGE) 100 GM PLCUP,100,GM,100.00 GM,PLCUP
63941,FRESHVILLE SWEET (PVT) LTD,DELZIAS,DELZIAS CENTER FILL STRAWBERRY FLAVOUR BUBBLE GUM (3.2 GM) 1 NO,1,NO,1.00 NO,
14611,COCA-COLA BEVERAGES,KINLEY SODA,KINLEY SODA-PET 750 ML,750,ML,750.00 ML,PET
14596,SUNRO LANKA,SUN COLA,SUN COLA - PET 350 ML,350,ML,350.00 ML,PET
14600,SUNRO LANKA,SUN ORANGE,SUN ORANGE - PET 750 ML,750,ML,750.00 ML,PET
14597,SUNRO LANKA,SUN NESTA,SUN NESTA - PET 350 ML,350,ML,350.00 ML,PET
14599,SUNRO LANKA,SUN ORANGE,SUN ORANGE - PET 350 ML,350,ML,350.00 ML,PET
14598,SUNRO LANKA,SUN NESTA,SUN NESTA - PET 750 ML,750,ML,750.00 ML,PET
14601,SUNRO LANKA,SUN PRITE,SUN PRITE - PET 350 ML,350,ML,350.00 ML,PET
14602,SUNRO LANKA,SUN PRITE,SUN PRITE - PET 750 ML,750,ML,750.00 ML,PET
