DATE,PERIOD,AUDITYPE,STORECODE,DLRCODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
2022-08-22 00:00:00,202208,,1220100050,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102375,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102372,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102374,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102368,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100037,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100030,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100033,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100032,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122528029,,1660892712173,99764045,122,GRIHA LAXMI SABUN UDHYOG-NPL,GRIHA LAXMI DETERGENT POWER,GRIHA LAXMI DETERGENT POWER\1000\GM,100,PPH,1000GM,New SKU,1660892712173-griha laxmi sabun udhyog-npl-griha laxmi detergent power.png,RECODING,5
2022-08-22 00:00:00,202208,,113395539,,1661064568437,99764048,123,DINESH SOAP & HOUSEHOLD-NPL,DINESH PREMIUM LAUNDRYSOAP,DINESH PREMIUM LAUNDRY SOAP\150\GM,30,PPH,150GM,,1661064568437-dinesh soap - household-npl-dinesh premium laundrysoap.png,RECODING,5
2022-08-22 00:00:00,202208,,113404008,,1661061661068,99764042,118,AMRAPALI BEVERAGE-NEPAL,AMRAPALI RUCHI BADAM DRINK ,AMRAPALI RUCHI BADAM DRINK\180\ML,95,CAN,180 ML,,1661061661068-amrapali beverage-nepal-amrapali ruchi badam drink .png,RECODING,5
2022-08-22 00:00:00,202208,,124621587,,1661066197609,99764041,117,UNILEVER NEPAL LTD-NEPAL,SUNSILK,SUNSILK/HAIR FALL SOLUTION/625ML/PBT,550,PBT,625ML,,1661066197609-unilever nepal ltd-nepal-sunsilk.png,RECODING,5
2022-08-22 00:00:00,202208,,124916559,,1661062474502,99764039,133,NESTLE INDIA LTD. - INDIA,LACTOGEN 4,LACTOGEN 4/AFTER 18MONTHS UPTO 24 MONTHS/400GM/CBP,709,CBP,400GM ,,1661062474502-nestle india ltd- - india-lactogen 4.png,RECODING,5
2022-08-22 00:00:00,202208,,124916559,,1661062070120,99764044,120,BE ACTIVE PHARMACEUTICALS-INDIA,KETOACTIVE ,KETOACTIVE SOAP/75GM/CBP,200,CBP,75GM ,,1661062070120-be active pharmaceuticals-india-ketoactive .png,RECODING,5
2022-08-22 00:00:00,202208,,2110100152,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,2110100336,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,2110100480,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,128997655,,1661055819888,,111,EMAMI LTD. -INDIA,EMAMI 7 OILS IN ONE,EMAMI 7OILS IN ONE DAMAGE CONTROL/NON GREASY NON STICKY/100ML/PBT,67,PBT,100ML,,1661055819888-emami ltd- -india-emami 7 oils in one.png,PARKER FOR NEXT MONTH,999
2022-08-22 00:00:00,202208,,1220102363,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102394,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102386,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102367,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102370,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,112773162,,1660802454619,99764043,118,KOSHI MINIRAL WATER,AQUA GAURISHANKAR,AQUA GAURISANKAR\19\LTD,50,JAR,19 LTR,New SKU,1660802454619-koshi miniral water-aqua gaurishankar.png,RECODING,5
2022-08-22 00:00:00,202208,,1220199002,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102358,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102351,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100041,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100010,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100004,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1230399014,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122724947,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1230399001,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122585143,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,123095015,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220100029,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102389,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102392,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102387,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1220102393,,1660737150983,99764040,124,SHREE RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA,7,PPH,2.14G,,1660737150983-shree ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1230399007,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122274320,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,123116182,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122049038,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1210102769,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,124567392,,1660887956687,99764052,130,ISM CORPORATION PVT LTD- INDIA,HONEYMOON DOTTED,HONEYMOON DOTTED/3PCS/CBP,48,CBP,3 PCS,,1660887956687-ism corporation pvt ltd- india-honeymoon dotted.png,RECODING,5
2022-08-22 00:00:00,202208,,132577913,,1660901161006,99764046,122,PATANJALI AYURVED PVT LTD-NEPAL,PATANJALI,PATANJALI \900\GM,100,PPH,900GM,,1660901161006-patanjali ayurved pvt ltd-nepal-patanjali.png,RECODING,5
2022-08-22 00:00:00,202208,,1210101123,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1210102601,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1210102733,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1210102728,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,Any other reason,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,2110100465,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,122380503,,1660831986849,99764049,123,MAHASHAKTI SOAP & CHEM.- NEPAL,DANFE,DANFE-PURE SOAP PPH 450GM 3PCD PACK,100,PPH,450GM 3PCS PACK,,1660831986849-mahashakti soap - chem-- nepal-danfe.png,RECODING,5
2022-08-22 00:00:00,202208,,122380503,,1660831850680,99764050,123,MOTI SOAP & CHEMICAL-NEPAL,DHANI,DHANI-EXTRA PPH 200GM,40,PPH,200GM,,1660831850680-moti soap - chemical-nepal-dhani.png,RECODING,5
2022-08-22 00:00:00,202208,,1230399006,,1660735527935,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA 2.14GM PPH,3,PPH,2.14GM,,1660735527935-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,123263350,,1660735527935,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA 2.14GM PPH,7,PPH,2.14GM,,1660735527935-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,1210100754,,1660793753431,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD  PPH.2.14 GM.SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM,,1660793753431-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-22 00:00:00,202208,,131506983,,1660718604474,99764047,122,PRABHU SOAP INDUSTRIES-NEPAL,GHODAGHODI - OXIPOWER ,GHODAGHODI -OXIPOWER \220\GM,20,PPH,220 GM,,1660718604474-prabhu soap industries-nepal-ghodaghodi - oxipower .png,RECODING,5
2022-08-22 00:00:00,202208,,128296706,,1660732318145,99764051,123,RSPL LTD-INDIA,GHADI ,GHADI/140GM/EWP,8,EWP,140GM ,,1660732318145-rspl ltd-india-ghadi .png,RECODING,5
2022-08-23 00:00:00,202208,,130187486,,1661147295868,99764053,111,EMAMI LTD. -INDIA,EMAMI 7 OILS IN ONE,EMAMI 7OILS IN ONE/100ML/PBT/FREE BOROPLUS SOAP RS 16,120,PBT,100ML,,1661147295868-emami ltd- -india-emami 7 oils in one.png,RECODING,5
2022-08-23 00:00:00,202208,,124771648,,1660897019245,99764054,111,A.S. HERBAL INDUSTRY,LARRY HERBAL ONION OIL,LARRY HERBAL ONION HAIR OIL\50\ML,270,PPH,50 ML,New SKU,1660897019245-a-s- herbal industry-larry herbal onion oil.png,RECODING,5
2022-08-23 00:00:00,202208,,2110100031,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,2110100038,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,2110100315,,1660890505180,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD/PPH/2.14GM,5,PPH,2.14GM,,1660890505180-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,123131585,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,122586931,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,122583598,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,123461292,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-23 00:00:00,202208,,123145969,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1230399004,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1230399003,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,123718865,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,123154505,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,122264617,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,122043458,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,122256593,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,121758245,,1660906497359,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14GM,7,PPH,2.14GM,,1660906497359-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102403,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102402,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102401,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102404,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102399,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220100059,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220100055,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102391,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102390,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102381,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102373,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220102369,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1220100052,,1661173794865,99764040,124,SHREE  RAM TOBACCO UDHYOG PVT LTD NEPAL,BHOLA GOLD,BHOLA GOLD GUTKHA ,7,PPH,2.14G,,1661173794865-shree  ram tobacco udhyog pvt ltd nepal-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,1210101689,,1660896419492,99764040,124,SHREE RAM TOBACCO UDHYOG,BHOLA GOLD,BHOLA GOLD GUTKHA PPH 2.14 GM. SHREE RAM TOBACCO UDHYOG NEPAL,7,PPH,2.14 GM.,,1660896419492-shree ram tobacco udhyog-bhola gold.png,RECODING,5
2022-08-24 00:00:00,202208,,111527867,,1660992767913,99764055,111,MARICO LIMITED - INDIA,PARACHUTE COCONUT OIL,PARACHUTE COCONUT OIL PBT 175 ML.,160,PBT,175 ML.,,1660992767913-marico limited - india-parachute coconut oil.png,RECODING,5
2022-08-24 00:00:00,202208,,112141235,,1661155175814,99764056,118,MEGA JAL PVT.LTD.MEPAL,MEGA JAL PBT.1000 ML.,MEGA JAL PBT. 1000 ML. RS.20.00,20,PBT,1000 ML,,1661155175814-mega jal pvt-ltd-mepal-mega jal pbt-1000 ml-.png,RECODING,5
2022-08-24 00:00:00,202208,,124683707,,1661240828948,99764058,122,DINESH SOAP & HOUSEHOLD-NPL,SHILPA ADVANCE,SHILPA ADVANCE/LEMON FRESH/700GM/PPH,70,PPH,700GM ,,1661240828948-dinesh soap - household-npl-shilpa advance.png,RECODING,5
2022-08-24 00:00:00,202208,,124683707,,1661240715286,99764057,122,DINESH SOAP & HOUSEHOLD-NPL,SHILPA ADVANCE,SHILPA ADVANCE/LEMON FRESH/200GM/PPH,20,PPH,200GM ,,1661240715286-dinesh soap - household-npl-shilpa advance.png,RECODING,5
